head_top_x,head_top_y,upper_neck_x,upper_neck_y,right_shoulder_x,right_shoulder_y,right_elbow_x,right_elbow_y,right_wrist_x,right_wrist_y,thorax_x,thorax_y,left_shoulder_x,left_shoulder_y,left_elbow_x,left_elbow_y,left_wrist_x,left_wrist_y,pelvis_x,pelvis_y,right_hip_x,right_hip_y,right_knee_x,right_knee_y,right_ankle_x,right_ankle_y,left_hip_x,left_hip_y,left_knee_x,left_knee_y,left_ankle_x,left_ankle_y
0.48487499999999994,0.084375,0.48823611111111126,0.20520833333333333,0.48823611111111126,0.24270833333333333,0.40084722222222224,0.3927083333333333,0.4647083333333334,0.5072916666666667,0.48823611111111126,0.24895833333333334,0.45798611111111115,0.234375,0.4109305555555556,0.3802083333333333,0.5352916666666666,0.5114583333333333,0.4378194444444446,0.503125,0.4210138888888889,0.496875,0.4411805555555557,0.7010416666666667,0.3806805555555556,0.896875,0.4277361111111111,0.496875,0.4378194444444446,0.6864583333333333,0.37059722222222224,0.8864583333333333
